,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
1061910,1061910,Metal: Hellsinger,"Slay to the rhythm of metal and vengeance on an infernal journey through the eight Hells. Make them fear the beat. Metal: Hellsinger is a rhythm FPS bursting with demons, badass weapons, and heavy metal music.",The Outsiders,Funcom,"Action, Adventure","Atmospheric, Rhythm, Singleplayer, FPS",game,"['Single-player', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud']","200,000 .. 500,000",4840,119,2399,2999,20,378,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2022/09/15,0,https://www.metalhellsinger.com/,https://cdn.akamai.steamstatic.com/steam/apps/1061910/header_alt_assets_0.jpg?t=1667383933
1062090,1062090,Timberborn,"Humans are long gone. Will your lumberpunk beavers do any better? A city-building game featuring ingenious animals, vertical architecture, river control, and deadly droughts. Contains high amounts of wood.",Mechanistry,Mechanistry,"Indie, Simulation, Strategy, Early Access","Early Access, City Builder, Colony Sim, Base-Building",game,"['Single-player', 'Includes level editor', 'Steam Cloud']","500,000 .. 1,000,000",13968,834,2499,2499,0,1957,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Japanese, Korean, Ukrainian","{'windows': True, 'mac': True, 'linux': False}",2021/09/15,0,https://mechanistry.com/,https://cdn.akamai.steamstatic.com/steam/apps/1062090/header.jpg?t=1664268414
1062160,1062160,Poly Bridge 2,"The acclaimed bridge-building indie-hit is back! More levels, more features, more physics fun!",Dry Cactus,Dry Cactus,"Indie, Simulation","Building, Simulation, Puzzle, Physics",game,"['Single-player', 'Includes level editor', 'Steam Achievements', 'Steam Cloud']","200,000 .. 500,000",5210,235,449,1499,70,811,"English, French, Italian, German, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Korean, Spanish - Spain","{'windows': True, 'mac': True, 'linux': True}",2020/05/28,0,,https://cdn.akamai.steamstatic.com/steam/apps/1062160/header.jpg?t=1596219051
1062520,1062520,Dinkum,"G’Day! Get ready to start a new fair Dinkum life and build your new home out in the bush. Explore tropical eucalyptus forests, scorching deserts and cool billabongs on an Island inspired by the wild Australian outback. Take care of giant wombats, play with friends and get ready for a ripper time!",James Bendon,James Bendon,"Indie, RPG, Simulation, Early Access","Early Access, Adventure, Life Sim, Online Co-Op",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Online Co-op']","200,000 .. 500,000",9653,508,1999,1999,0,1515,English,"{'windows': True, 'mac': False, 'linux': False}",2022/07/14,0,http://www.playdinkum.com/,https://cdn.akamai.steamstatic.com/steam/apps/1062520/header.jpg?t=1665535012
1063730,1063730,New World,"Explore a thrilling, open-world MMO filled with danger and opportunity where you'll forge a new destiny on the supernatural island of Aeternum.",Amazon Games,Amazon Games,"Action, Adventure, Massively Multiplayer, RPG","Massively Multiplayer, Open World, MMORPG, RPG",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Achievements', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","50,000,000 .. 100,000,000",163825,74340,1999,3999,50,127379,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2021/09/28,0,https://www.newworld.com/,https://cdn.akamai.steamstatic.com/steam/apps/1063730/header.jpg?t=1666108453
1066780,1066780,Transport Fever 2,"The classic transport simulation genre has a new gold standard with Transport Fever 2. Discover a whole new world by navigating transport routes through land, water and air. May progress and prosperity find their way!",Urban Games,Good Shepherd Entertainment,"Simulation, Strategy","Simulation, Strategy, Management, Transportation",game,"['Single-player', 'Steam Achievements', 'Steam Workshop']","500,000 .. 1,000,000",16274,2061,3999,3999,0,3636,"English, French, German, Spanish - Spain, Japanese, Dutch, Polish, Russian, Traditional Chinese, Simplified Chinese","{'windows': True, 'mac': True, 'linux': True}",2019/12/11,0,http://www.transportfever2.com,https://cdn.akamai.steamstatic.com/steam/apps/1066780/header.jpg?t=1666053155
1066890,1066890,Automobilista 2,"Automobilista 2 once again puts you in the driving seat of an advanced and diverse racing simulator - now with incredible graphical quality, high-profile cars and tracks, advanced dynamic track condition system and VR support.",Reiza Studios,Reiza Studios,"Racing, Simulation, Sports","Racing, Simulation, Sports, VR",game,"['Multi-player', 'Single-player', 'Full controller support', 'Online PvP', 'LAN PvP', 'PvP']","200,000 .. 500,000",4730,520,3999,3999,0,375,"English, French, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2020/06/30,0,https://www.game-automobilista2.com/,https://cdn.akamai.steamstatic.com/steam/apps/1066890/header.jpg?t=1663124300
1068820,1068820,OVR Toolkit,"OVR Toolkit is a utility application designed to make viewing the desktop in VR simple and fast, it allows for viewing the desktop within VR, placing desktop windows around the world, mouse input, typing with a virtual keyboard, and quickly switching between windows.",Curtis English,Curtis English,Utilities,"Utilities, VR, Software, VR Only",game,"['Partial Controller Support', 'Steam Workshop']","200,000 .. 500,000",1861,235,1199,1199,0,896,"English, Japanese, Korean, Czech, German, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, French, Spanish - Spain, Dutch, Finnish, Portuguese - Brazil, Russian","{'windows': True, 'mac': False, 'linux': False}",2019/06/28,0,,https://cdn.akamai.steamstatic.com/steam/apps/1068820/header.jpg?t=1666998348
1072420,1072420,DRAGON QUEST BUILDERS 2,"DRAGON QUEST BUILDERS™ 2 is a block-building RPG set in a fantasy land threatened by an evil cult. Explore, battle, build and harvest in the charming single-player campaign or build big projects in the online sandbox mode for up to 4-players.","Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,"Action, Adventure, RPG","RPG, Open World Survival Craft, Adventure, Action",game,"['Multi-player', 'Single-player', 'Co-op', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Remote Play on Tablet']","200,000 .. 500,000",5023,460,4999,4999,0,386,"English, French, Italian, German, Spanish - Spain, Korean, Traditional Chinese, Japanese, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2019/12/10,0,https://dragonquest.square-enix-games.com/builders2/en-gb/home/,https://cdn.akamai.steamstatic.com/steam/apps/1072420/header.jpg?t=1661972322
107410,107410,Arma 3,"Experience true combat gameplay in a massive military sandbox. Deploying a wide variety of single- and multiplayer content, over 20 vehicles and 40 weapons, and limitless opportunities for content creation, this is the PC’s premier military game. Authentic, diverse, open - Arma 3 sends you to war.",Bohemia Interactive,Bohemia Interactive,"Action, Simulation, Strategy","Action, Military, Multiplayer, Simulation",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'LAN PvP', 'LAN Co-op', 'PvP']","5,000,000 .. 10,000,000",210399,22333,2999,2999,0,17936,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Portuguese - Brazil, Russian, Japanese, Korean, Simplified Chinese, Traditional Chinese, Turkish","{'windows': True, 'mac': False, 'linux': False}",2013/09/12,0,http://www.arma3.com,https://cdn.akamai.steamstatic.com/steam/apps/107410/header.jpg?t=1655998601
1080110,1080110,F1 2020,"F1® 2020 allows you to create your F1® team for the very first time and race alongside the official teams and drivers. Alternatively, challenge your friends in new split-screen with casual race options for more relaxed racing. Compete on 22 circuits, with current and classic content.",Codemasters,"Codemasters, Electronic Arts","Racing, Simulation, Sports","Racing, Simulation, Sports, Multiplayer",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Online PvP', 'Remote Play on Tablet', 'Remote Play on TV', 'PvP']","1,000,000 .. 2,000,000",36801,2554,5999,5999,0,945,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Dutch, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/07/9,0,http://www.formula1game.com/,https://cdn.akamai.steamstatic.com/steam/apps/1080110/header.jpg?t=1663755538
108200,108200,Ticket to Ride,"CONNECT MORE THAN CITIES! Set off with your friends and family to re(discover) Ticket to Ride, the classic boardgame. In this railway adventure, you’ll need to be the quickest to link up your cities and reach your destinations.",Days of Wonder,"Days of Wonder, Twin Sails Interactive","Casual, Indie, Strategy","Board Game, Strategy, Tabletop, Casual",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Turn Notifications', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'LAN PvP', 'PvP']","500,000 .. 1,000,000",4074,427,999,999,0,422,"English, French, German, Italian, Spanish - Spain","{'windows': True, 'mac': True, 'linux': False}",2012/05/24,0,http://www.asmodee-digital.com/en/ticket-to-ride,https://cdn.akamai.steamstatic.com/steam/apps/108200/header.jpg?t=1660753992
1084600,1084600,My Time at Sandrock,"Travel to the desert community of Sandrock and take on the role of a fledgling Builder. Use your trusty toolset to gather resources, construct machines, and turn your run-down workshop into a well-oiled production facility to save the town from the jaws of economic ruin!",Pathea Games,"Pathea Games, PM Studios, Inc., DMM GAMES","Adventure, Casual, Indie, RPG, Simulation, Early Access","Life Sim, Sandbox, Building, Farming Sim",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support']","200,000 .. 500,000",8486,1282,2499,2499,0,1257,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Japanese, Thai, Traditional Chinese, Russian","{'windows': True, 'mac': False, 'linux': False}",2022/05/25,0,https://sandrock.pathea.net/,https://cdn.akamai.steamstatic.com/steam/apps/1084600/header.jpg?t=1667020354
1085660,1085660,Destiny 2,"Destiny 2 is an action MMO with a single evolving world that you and your friends can join anytime, anywhere, absolutely free.",Bungie,Bungie,"Action, Adventure, Free to Play","Free to Play, Open World, FPS, Looter Shooter",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'PvP']","20,000,000 .. 50,000,000",420074,81774,0,0,0,57116,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2019/10/1,0,https://www.bungie.net/,https://cdn.akamai.steamstatic.com/steam/apps/1085660/header.jpg?t=1661876523
108600,108600,Project Zomboid,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..",The Indie Stone,The Indie Stone,"Indie, RPG, Simulation, Early Access","Survival, Zombies, Open World, Open World Survival Craft",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Remote Play Together', 'PvP']","5,000,000 .. 10,000,000",122006,9488,1999,1999,0,28521,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Hungarian, Norwegian, Polish, Portuguese - Portugal, Russian, Turkish, Japanese, Simplified Chinese, Portuguese - Brazil","{'windows': True, 'mac': True, 'linux': True}",2013/11/8,0,http://www.projectzomboid.com,https://cdn.akamai.steamstatic.com/steam/apps/108600/header.jpg?t=1667832656
1086940,1086940,Baldur's Gate 3,"Gather your party, and return to the Forgotten Realms in a tale of fellowship and betrayal, sacrifice and survival, and the lure of absolute power.",Larian Studios,Larian Studios,"Adventure, RPG, Strategy, Early Access","Early Access, RPG, Choices Matter, Character Customization",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Cloud', 'Online Co-op', 'LAN Co-op']","2,000,000 .. 5,000,000",46997,7069,5999,5999,0,1528,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil","{'windows': True, 'mac': True, 'linux': False}",2020/10/6,0,https://baldursgate3.game,https://cdn.akamai.steamstatic.com/steam/apps/1086940/header.jpg?t=1657252325
1088090,1088090,Day of Dragons,"Day of Dragons is an online creature survival game set in a large, beautiful, sandbox open world with multiple biomes and distinct creatures. Rule the world as one of several dragon species, or play as an elemental.",Beawesome Games,Beawesome Games,"Indie, Massively Multiplayer, RPG, Simulation, Early Access","Simulation, Dragons, Survival, Indie",game,"['Multi-player', 'Co-op', 'Partial Controller Support', 'MMO', 'Online PvP', 'Online Co-op', 'PvP']","100,000 .. 200,000",2893,1246,1999,1999,0,258,English,"{'windows': True, 'mac': False, 'linux': True}",2019/12/4,0,https://dayofdragons.com,https://cdn.akamai.steamstatic.com/steam/apps/1088090/header.jpg?t=1667259122
1088710,1088710,Yakuza 3 Remastered,"Kazuma Kiryu has earned his retirement on the sandy beaches of Okinawa. But when a deadly power struggle arrives on his doorstep, he’ll have to walk the streets of Kamurocho to escape his past for good. Complete The Dragon of Dojima’s journey.",Ryu Ga Gotoku Studio,SEGA,"Action, Adventure","Action, Adventure, Open World, Beat 'em up",game,"['Single-player', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet']","500,000 .. 1,000,000",3727,855,1999,1999,0,201,"English, Japanese, Traditional Chinese, Korean","{'windows': True, 'mac': False, 'linux': False}",2021/01/28,0,,https://cdn.akamai.steamstatic.com/steam/apps/1088710/header.jpg?t=1615575232
1088850,1088850,Marvel's Guardians of the Galaxy,"Fire up a wild ride across the cosmos with a fresh take on Marvel’s Guardians of the Galaxy. In this action-adventure game, you are Star-Lord leading the unpredictable Guardians from one explosion of chaos to the next. You got this. Probably.",Eidos-Montréal,Square Enix,"Action, Adventure","Singleplayer, Story Rich, Action, Action-Adventure",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support']","200,000 .. 500,000",22240,1156,5999,5999,0,243,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/10/26,0,https://www.gotggame.com,https://cdn.akamai.steamstatic.com/steam/apps/1088850/header.jpg?t=1661267699
